_id,state.environment,state.map,state.turbine,state.binary,results.profit,changedSimSpeed,correctPower,results.correct,results.medianTimeOnTask,results.over,results.under,results.score,repairedTurbine,turbineOnOff,results.name,userId
ObjectId(5a9670c9907a2e77c94abadb),,5,A,",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1",true,false,false,0.9966777222591375,1,22.25913826378721,76.74418401395364,,true,true,ΕΥΑΑΛ,89b7e0f3ed92c5f6dc4c262bdc5b265ea91b13c4
ObjectId(5a9670c9907a2e77c94abadc),fields,,A,"0,0,0,0,1,,0,0,1,1,1",,false,true,,,,,,true,true,,3cac062faa19049701fdb96740d29c0636adc239
ObjectId(5a9670c9907a2e77c94abadd),,,,,,false,,,,,,,false,false,,06ff63c17e6d56074b6f143fc8a4465dc915c71a
ObjectId(5a9670c9907a2e77c94abade),,1,A,",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",,false,true,,,,,,true,true,,cdf0c5a59e34f4167b1cd3d9da94df7b3bc0d4ef
ObjectId(5a9670c9907a2e77c94abadf),,,,",,",,false,,,,,,,false,false,,9371ec7384c7e2ca87ee06b8f1dead8880be9ba0
ObjectId(5a9670c9907a2e77c94abae0),fields,1,,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,",true,false,true,14.28572,0,27.574750000000005,58.13953000000001,5,true,true,ΗΛΙΜΠΕ,876442bf459fff05dc0e827f49e3458c313238be
ObjectId(5a9670c9907a2e77c94abae1),mountains,1,,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,",,false,true,,,,,,true,true,,c5264f3817b963cc9a1e2336079ae359e84a6af2
ObjectId(5a9670c9907a2e77c94abae2),seashore,5,G,"0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.41747572815534,0.973684210526316,0.75",,false,false,,,,,,true,true,,31c2539853e850bebb1fb0cec6ed3ec0e6baba3e
ObjectId(5a9670c9907a2e77c94abae3),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",true,false,true,15.686272195309277,1,27.124184742406932,57.18954306228379,8,true,true,ΚΑΚΚΑΤ,693ec77ebab79a1f6218fed3b1fd71d54d7744b3
ObjectId(5a9670c9907a2e77c94abae4),mountains,,,"0,0,1,0,0,,",,false,false,,,,,,false,false,,244c94aed7f3a066ea53f395e17fe6bf9888f658
ObjectId(5a9670c9907a2e77c94abae5),mountains,4,E,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.223300970873786,0.5,0.25",true,true,true,2.3255807441861185,0,10.963458794019532,86.71096046179434,4,true,true,None,b289d5a4e8a14cdd150864388e92e7035641e6fe
ObjectId(5a9670c9907a2e77c94abae6),seashore,,B,"0,0,0,1,0,,0,0,0.41747572815534,0.5,0.5",true,true,true,7.429530722785641,1,29.066501931582888,63.503967345631466,8,true,true,ΜΑΡΓΙΑ,34662d151274fc653be6760c3baf4060d75cead0
ObjectId(5a9670c9907a2e77c94abae7),,1,B,",0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",,false,true,,,,,,true,true,,758d1976dd9bfd09fa52ba2cb410d6aa2fb7ab8d
ObjectId(5a9670c9907a2e77c94abae8),,3,C,",0,0,0,0,0,0,0,1,0,0,0,0,0.00970873786407768,0,0",true,true,true,14.657244246368904,0,15.42734590532072,69.91540984831038,,true,true,ΜΑΡΓΙΑ,07b7eacf830f7e6af649e31b6f827ca2c506cf36
ObjectId(5a9670c9907a2e77c94abae9),fields,2,,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,",true,false,true,7.641195541528267,1,15.614619063122856,76.74418539534888,7,true,true,ΜΑΡΓΙΑ,d2b516c4b1365b12cba8dc1fcbdc7ab97e14435d
ObjectId(5a9670c9907a2e77c94abaea),mountains,5,C,"0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00970873786407768,0,0",true,false,true,7.8125,0,15.625,76.5625,8,true,true,ΜΑΡΙΑ,ce2829ec6c7277823a38a6d0f578e3166f100c28
ObjectId(5a9670c9907a2e77c94abaeb),,,,,,false,,,,,,,false,false,,a3b1107b0b0780944cb8bd0ef4e9d45bc10b55f6
ObjectId(5a9670c9907a2e77c94abaec),,,,",,",,false,,,,,,,false,false,,3eb98abddc7aa1c3e3a8201d88265d1ba259eef9
ObjectId(5a9670c9907a2e77c94abaed),fields,2,D,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",true,false,true,14.450833549277803,0,12.547209194569357,73.00195725615283,7,true,true,ΧΑΡΣΚΟ,d1ce762f939e06d349ec38373e37832afc0dd6c5
ObjectId(5a9670c9907a2e77c94abaee),,,,,,false,,,,,,,false,false,,cd08d4b9a3af043b472bcb6eaf4ff76629284eb0
ObjectId(5a9670c9907a2e77c94abaef),,,,",,",true,false,true,18.27242,0,20.59801,61.12957,,true,true,ΜΑΡΛΙΟ,5afdd57685201cf0f618c9fa759cc9c6480d1d4a
ObjectId(5a9670c9907a2e77c94abaf0),,2,D,",0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",,false,true,,,,,,true,true,,f491f74b118d918e2dc78a8bcd498cf3c82050a2
ObjectId(5a9670c9907a2e77c94abaf1),mountains,2,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1",,false,true,,,,,,true,true,,fbc3b050f872789b9020e98b8ffee4073dbcb795
ObjectId(5a9670c9907a2e77c94abaf2),,,E,",,0,0,0.223300970873786,0.5,0.25",,false,true,,,,,,true,true,,dbf9e121e9bbeef536a926e23f6ec2beca0117a0
ObjectId(5a9670c9907a2e77c94abaf3),,,,",,",,false,,,,,,,false,false,,31cefec9becc9203a3552b97a1e9f3e000ab2b31
ObjectId(5a9670c9907a2e77c94abaf4),mountains,2,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1",true,false,true,27.118642711864272,1,40.67796406779641,32.20339322033932,7,true,true,ΦΩΤΛΕΥ,ede1a00a6554cccbdeefeb326c90ed0c5017bab7
ObjectId(5a9670c9907a2e77c94abaf5),,,,,,false,,,,,,,false,false,,ce4ed2d3ac26f9165566e4c84b067bd1d3ac5b82
ObjectId(5a9670c9907a2e77c94abaf6),,,A,",,0,0,1,1,1",,false,false,,,,,,false,false,,d29179e1c42a6c2212dcb8e51db8305a442737c9
ObjectId(5a9670c9907a2e77c94abaf7),,5,,",0,0,0,0,0,1,0,0,0,0,",,false,false,,,,,,false,true,,06c2e4cc695ea6851a77dcde757fa599a4e1423b
ObjectId(5a9670c9907a2e77c94abaf8),,,,,,false,,,,,,,false,false,,271859f4d94a5e73a9d005185bc7274601bee7e1
ObjectId(5a9670c9907a2e77c94abaf9),,1,,",0,0,0,0,0,0,0,0,0,1,",false,false,false,0,1,0,100,,false,false,ΦΩΤΛΕΥ,527423cc8cb259220407e4797fc0357d2bf61158
ObjectId(5a9670c9907a2e77c94abafa),seashore,,G,"0,0,0,1,0,,0,0,0.41747572815534,0.973684210526316,0.75",true,false,true,3.2362457686974397,0,22.653727199652195,74.11002703165036,7,true,true,ΜΑΡΠΑΠ,4945e189ec26cf12152cc75e15a76eba803798b8
ObjectId(5a9670c9907a2e77c94abafb),fields,2,,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,",,false,false,,,,,,true,true,,fc1f0e19af5946da1bdf5d1fdfba3f44d6468dee
ObjectId(5a9670c9907a2e77c94abafc),,,,,,false,,,,,,,false,false,,60dac40f79bf8d5ed37a917ab992df321acea2af
ObjectId(5a9670c9907a2e77c94abafd),fields,1,D,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",true,false,true,3.32225903322259,0,33.2225903322259,63.45515063455151,3,true,true,ΔΗΜΧΡΗ,d928ad9ca51fb7310d9cf6538899b2847bdb5212
ObjectId(5a9670c9907a2e77c94abafe),,,,",,",,false,,,,,,,false,false,,c6f7e07d772aa43a8cfe44b39397e4e0a48ee280
ObjectId(5a9670c9907a2e77c94abaff),mountains,,,"0,0,1,0,0,,",,true,true,,,,,,true,true,,02b8b43db4c4d9aed17897bb3ae5cfce1a467725
ObjectId(5a9670c9907a2e77c94abb00),,,,,,false,,,,,,,false,false,,f5a4252f8b103fe3289553f237b10fc8beb8c0d4
ObjectId(5a9670c9907a2e77c94abb01),,,,",,",,false,false,,,,,,false,false,,b0e3f0cb7d0fc6a87c4091b2be3efc61dfe48291
ObjectId(5a9670c9907a2e77c94abb02),mountains,,B,"0,0,1,0,0,,0,0,0.41747572815534,0.5,0.5",true,false,true,1.3289039867109602,0,9.966776900332231,88.7043191129568,,true,true,ΘΑΝΣΙΑ,6769cc5c626e652599acd69f2e985e0d188d9c6e
ObjectId(5a9670c9907a2e77c94abb03),,3,,",0,0,0,0,0,0,0,1,0,0,",,false,false,,,,,,false,false,,223e8f4d88fbc2e209b2f37314e1ec4c40b485c8
ObjectId(5a9670c9907a2e77c94abb04),,2,,",0,0,0,0,0,0,0,0,1,0,",,false,true,0.6644518544850522,1,24.916942043189245,74.4186061023257,7,true,true,ΘΑΝΣΙΑ,e77eae00646e95721274273d5572ec944038233b
ObjectId(5a9670c9907a2e77c94abb05),mountains,,C,"0,0,1,0,0,,0,0,0.00970873786407768,0,0",,true,false,,,,,,true,true,,363477f8bcfe461166497e718fd3997427008fbc
ObjectId(5a9670c9907a2e77c94abb06),,,,",,",,false,true,1.3289040797342448,0,15.282390916943456,83.3887050033223,7,true,true,AXMGIO,465d072cd5ffed02f49b5f923d08055cd88f2455
ObjectId(5a9670c9907a2e77c94abb07),mountains,4,F,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.105263157894737,0",false,false,true,0,0,0,100,6,true,true,RAMODI,18eb2ae594648e9a2df5c51f58109ee9f29354e6
ObjectId(5a9670c9907a2e77c94abb08),,,,,,false,,,,,,,false,false,,ebfe63d52ddd872c726c20cfcf8246ef018b38c3
ObjectId(5a9670c9907a2e77c94abb09),,4,C,",0,0,0,0,0,0,1,0,0,0,0,0,0.00970873786407768,0,0",true,true,true,1.3289039867109602,0,9.966776900332231,88.7043191129568,6,true,true,None,bc49a1d0442776218288be91da8e81ed03aa56c0
ObjectId(5a9670c9907a2e77c94abb0a),,,,,,false,,,,,,,false,false,,3cfae8236d727eea88ac9a90c8e765d5390aa2ed
ObjectId(5a9670c9907a2e77c94abb0b),mountains,,C,"0,0,1,0,0,,0,0,0.00970873786407768,0,0",true,false,true,0.6644518544850522,0,24.916942043189245,74.4186061023257,,true,true,ΓΙΩΚΑΤ,51494f30dfc0cac0ac8e7913cc560fcf6791a392
ObjectId(5a9670c9907a2e77c94abb0c),mountains,2,D,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,false,false,,9bf3e98e5b982b31f612bd0720d07511e835c5f9
ObjectId(5a9670c9907a2e77c94abb0d),,,,",,",,false,false,,,,,,false,false,,21d74cb1bf0389cdc3e908b254521818b848fca2
ObjectId(5a9670c9907a2e77c94abb0e),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",,false,true,,,,,,true,true,,d6bc6149a40a21e68ce6cd798ce623b4a6119232
ObjectId(5a9670c9907a2e77c94abb0f),mountains,1,,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,",true,false,true,7.380073874511515,0,22.140217180729895,70.47970894475858,9,true,true,ΓΙΑΚΑΤ,de3a97ec007d6f46a23bfa5c08884857a31647f5
ObjectId(5a9670c9907a2e77c94abb10),mountains,1,C,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00970873786407768,0,0",,false,true,,,,,,true,true,,66c088706321907ddba986a2173c35bf0724a122
ObjectId(5a9670c9907a2e77c94abb11),fields,,,"0,0,0,0,1,,",,false,false,,,,,,true,true,,f10d7a7bf213f223fcc5693c616a451513ebb08c
ObjectId(5a9670c9907a2e77c94abb12),,5,A,",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1",,false,true,,,,,,true,true,,73ed30788600f46f0ef7747fea51f93d84890271
ObjectId(5a9670c9907a2e77c94abb13),seashore,,A,"0,0,0,1,0,,0,0,1,1,1",true,false,true,7.5907587480530365,0,18.81188331261632,73.59735793933065,,true,true,ΗΛΙΠΙΕ,51e7d7bd96bc2536e6608e83f2994860a46a927b
ObjectId(5a9670c9907a2e77c94abb14),fields,2,,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,",true,false,true,4.93572066056071,0,26.16752144966863,68.89675788977065,9,true,true,ΗΛΙΠΙΕ,116f7e2f16caa9f5dd54d1039c03926a52da03a4
ObjectId(5a9670c9907a2e77c94abb15),mountains,,,"0,0,1,0,0,,",,false,false,,,,,,true,true,,e6b62063e601b7b70c1a4ea77ec8782286ff215f
ObjectId(5a9670c9907a2e77c94abb16),,2,A,",0,0,0,0,0,0,0,0,1,0,0,0,1,1,1",true,false,true,6.230529355479856,0,28.037381161964646,65.7320894825555,,true,true,ΓΙΑΚΑΤ,e8eabe5af77c955d6c64e216d056d2c0610903af
ObjectId(5a9670c9907a2e77c94abb17),mountains,1,F,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.105263157894737,0",true,false,true,1.3114756169201616,0,13.114756169201616,85.57376821387822,7,true,true,ΓΙΑΚΑΤ,f500473c0bb975c337e257da8bc4afd5cfff3eaf
ObjectId(5a9670c9907a2e77c94abb18),mountains,3,I,"0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.105263157894737,0",true,true,true,7.641195541528267,0,22.25913866445168,70.09966579402005,5,true,true,ΑΓΓΔΑΣ,388347d93f3b5a72a111de6799f10564451d073a
ObjectId(5a9670c9907a2e77c94abb19),mountains,4,F,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.105263157894737,0",true,false,true,4.981749104179706,0,25.23922679916761,69.77902409665269,8,true,true,ΓΙΩΚΑΣ,70353f8a6b0f15327df42e3a06d6291abe3f18d8
ObjectId(5a9670c9907a2e77c94abb1a),,1,,",0,0,0,0,0,0,0,0,0,1,",,false,true,,,,,,true,true,,b4f72fea894fc73a235c611032b432de6c437fb6
ObjectId(5a9670c9907a2e77c94abb1b),fields,,,"0,0,0,0,1,,",,false,false,,,,,,false,false,,a0e2e242cd665b45ed25fdea9542b0784684ef6f
ObjectId(5a9670c9907a2e77c94abb1c),mountains,,,"0,0,1,0,0,,",,false,true,,,,,,false,true,,162ad12a8068208ff182585316a82d7a086f4ec3
ObjectId(5a9670c9907a2e77c94abb1d),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",true,true,true,7.033890557027132,1,28.13555797963827,64.83055146333461,5,true,true,ΙΘ,0004c5a9311375d2b12e16f9715d9e645647a2cc
ObjectId(5a9670c9907a2e77c94abb1e),fields,2,A,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1",,false,true,,,,,,true,true,,791f1d9d659a1886732d7833c10513c6e80090b4
ObjectId(5a9670c9907a2e77c94abb1f),mountains,,,"0,0,1,0,0,,",true,false,false,0,1,38.96104,61.03896,,true,true,ΣΕ,b14abce62c7b31c5197f212ee9115e8a5001cd64
ObjectId(5a9670c9907a2e77c94abb20),seashore,,H,"0,0,0,1,0,,0,0,0.223300970873786,0.5,0.25",true,false,true,2.3255812093023094,1,30.897012780731153,66.77740600996654,6,true,true,ΘΟΔΚΑΤ,99f50f148e41321b210ef0169c54053a99513b60
ObjectId(5a9670c9907a2e77c94abb21),,5,,",0,0,0,0,0,1,0,0,0,0,",true,false,true,6.62251692715237,1,26.490063708608915,66.88741936423871,8,true,true,ΘΟΔΚΑΤ,6a7568ebf85936739286021ac1ffd6982cce66c4
ObjectId(5a9670c9907a2e77c94abb22),,,,",,",,false,,,,,,,false,false,,24143fcbea5a60881308375ab534e2ee833b9a63
ObjectId(5a9670c9907a2e77c94abb23),,1,,",0,0,0,0,0,0,0,0,0,1,",true,false,true,3.6900364864176973,0,18.45018798559363,77.85977552798867,5,true,true,ΑΓΑΠΕΤ,267411903940caa6795f21ff5ef990376ae66f60
ObjectId(5a9670c9907a2e77c94abb24),fields,,E,"0,0,0,0,1,,0,0,0.223300970873786,0.5,0.25",true,false,true,10.96345890365411,0,10.96345890365411,78.07308219269179,6,true,true,ΑΑΑΑΑΑΑΑΑΑΑΑΑΑΑΑΑΑΑΑΑ,88cdfa3c29987b81464169cae368d579bf6c77ba
ObjectId(5a9670c9907a2e77c94abb25),fields,,E,"0,0,0,0,1,,0,0,0.223300970873786,0.5,0.25",true,false,true,13.289038671096133,0,16.611298338870167,70.0996629900337,,true,true,ΕΒΕΓΕΩ,833db22f4c42bc9b8946793c5227d852feb0b824
ObjectId(5a9670c9907a2e77c94abb26),mountains,,A,"0,0,1,0,0,,0,0,1,1,1",,false,true,,,,,,true,true,,6084afc10bb7ccc7be38964f2141ad7e6e1cfe11
ObjectId(5a9670c9907a2e77c94abb27),,,,",,",,false,false,,,,,,false,false,,f4e7a3c7be5be877931d4b35bf0827972606df04
ObjectId(5a9670c9907a2e77c94abb28),,2,A,",0,0,0,0,0,0,0,0,1,0,0,0,1,1,1",,false,true,,,,,,false,false,,00345e8e6910f6db1100207cf79f6b564ca53540
ObjectId(5a9670c9907a2e77c94abb29),,,,,,false,,,,,,,false,false,,04b095d46a2fd33f026e452a1c7126b58a58300b
ObjectId(5a9670c9907a2e77c94abb2a),,5,A,",0,0,0,0,0,1,0,0,0,0,0,0,1,1,1",,false,false,,,,,,false,false,,fc26a618436568c217781cb050bcb80294812e76
ObjectId(5a9670c9907a2e77c94abb2b),,2,D,",0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,false,false,,c6a652a5fd1e4a320d65861ee6994c3fde1d6f9c
ObjectId(5a9670c9907a2e77c94abb2c),mountains,,A,"0,0,1,0,0,,0,0,1,1,1",false,false,true,0,2,0,100,5,true,true,None,f9350ee475d8488211adbe0f6bea3e7c27b19270
ObjectId(5a9670c9907a2e77c94abb2d),mountains,2,,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,",true,false,false,0,1,33.22259332225933,66.77740667774067,,true,true,CHAKAT,ebc57f0d41cef0a966743d63c3d53cbe8c6e0565
ObjectId(5a9670c9907a2e77c94abb2e),,2,,",0,0,0,0,0,0,0,0,1,0,",false,false,false,0,1.5,0,100,,false,false,PETKON,b17a6248c74aeccf6c25eadc18d11e4d40626b9e
ObjectId(5a9670c9907a2e77c94abb2f),seashore,,,"0,0,0,1,0,,",,false,false,,,,,,false,false,,53091c33eb7f240b9607f681ef8caef3bf229b3f
ObjectId(5a9670c9907a2e77c94abb30),fields,2,D,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",true,true,true,1.0526316145226213,0,21.40350745342201,77.54386093205538,7,true,true,ΑΓΓΣΤΕ,926348f25270738471b27e50c63cc70af4290366
ObjectId(5a9670c9907a2e77c94abb31),mountains,2,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1",,false,true,,,,,,true,true,,364a35006490ac03653eb9a00070e1eca95f146a
ObjectId(5a9670c9907a2e77c94abb32),mountains,5,,"0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,",true,false,true,21.26246,0,21.92691,56.81063,,true,true,ΑΓΓΜΙΤ,de6eb468aa78eff7788e45376ee5e015265f05d2
ObjectId(5a9670c9907a2e77c94abb33),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",,false,true,,,,,,true,true,,d3fc45ca399dfc0dd01858ef83fd085c3e23564e
ObjectId(5a9670c9907a2e77c94abb34),,,,",,",,false,,,,,,,false,false,,f14f5daee8cfe8a8ee04ff61def55c820e9b2c7a
ObjectId(5a9670c9907a2e77c94abb35),mountains,,A,"0,0,1,0,0,,0,0,1,1,1",true,false,true,0,0,16.6113,83.38870000000001,8,true,true,ΣΩΤΟΙΚ,619b1fb9c1c368a6429abd2d49250a28c3227d13
ObjectId(5a9670c9907a2e77c94abb36),,,D,",,0,0,0.41747572815534,0.5,0.5",,false,true,0.996677821926912,0,29.900330657807274,69.10299152026582,,true,true,ΣΩΤΟΙΚ,c8551b57e478b564ecbe8ec6c3f4f081fe7befd5
ObjectId(5a9670c9907a2e77c94abb37),mountains,2,B,"0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,true,true,,8687f2e5ad78fb8c715fb7a6c8186432b9f2e14d
ObjectId(5a9670c9907a2e77c94abb38),,,,",,",,false,,,,,,,false,false,,45a2c6ffa8083ff7833d480ac3db459eb6a3a59c
ObjectId(5a9670c9907a2e77c94abb39),,,,",,",,false,false,,,,,,false,false,,c7c54364b6b76729e62a5308aade64073c749f77
ObjectId(5a9670c9907a2e77c94abb3a),seashore,,G,"0,0,0,1,0,,0,0,0.41747572815534,0.973684210526316,0.75",,false,true,,,,,,true,true,,66f8f4854b3ad0ac761d21c2a5d2f39b59637b54
ObjectId(5a9670c9907a2e77c94abb3b),,,,",,",,false,,,,,,,false,false,,391edc77a3cc01f072ba26c2935b6835024ad4af
ObjectId(5a9670c9907a2e77c94abb3c),,,,",,",,false,false,,,,,,false,false,,6a0454273dac14f2e66950f88060a8736f665a49
ObjectId(5a9670c9907a2e77c94abb3d),,,,,,false,,,,,,,false,false,,65dc24fea77a4a36e885c110ddbcb2204470c793
ObjectId(5a9670c9907a2e77c94abb3e),seashore,4,G,"0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.41747572815534,0.973684210526316,0.75",,false,false,,,,,,false,true,,04b6871bb800401216d84a4e3aafdea885856484
ObjectId(5a9670c9907a2e77c94abb3f),fields,1,E,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.223300970873786,0.5,0.25",,false,false,,,,,,true,true,,321131011611d34b5caa6d1ef2d02aa91fe7f148
ObjectId(5a9670c9907a2e77c94abb40),seashore,1,G,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.973684210526316,0.75",,false,false,,,,,,false,true,,b44dfc51d22687d9ed047eb63c660aaa0b5bbd8f
ObjectId(5a9670c9907a2e77c94abb41),,1,,",0,0,0,0,0,0,0,0,0,1,",,false,false,,,,,,false,false,,214431c0803147590677b9cd6a3faf3c6f66655b
ObjectId(5a9670c9907a2e77c94abb42),seashore,1,I,"0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.105263157894737,0",,false,false,,,,,,true,true,,cefc36bf7134b5594d7f0b1cea0191771601ce2f
ObjectId(5a9670c9907a2e77c94abb43),,1,B,",0,0,0,0,0,0,0,0,0,1,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,false,true,,a97f4295312fcde95a1a5d48279255e46a5c8b31
ObjectId(5a9670c9907a2e77c94abb44),,,,,,false,,,,,,,false,false,,70d2e24edfcd41a57a25ecef18945fc18b7ec001
ObjectId(5a9670c9907a2e77c94abb45),seashore,3,H,"0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.223300970873786,0.5,0.25",,false,true,,,,,,true,true,,5cdc8d48a19a921e7e5e6a8f489ffcdc412488ef
ObjectId(5a9670c9907a2e77c94abb46),mountains,5,B,"0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.41747572815534,0.5,0.5",,false,true,,,,,,true,true,,0e295d47041deab0cdeffbc4c83a1a3563763ff7
ObjectId(5a9670c9907a2e77c94abb47),fields,1,F,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.105263157894737,0",,false,true,,,,,,true,true,,0f7f04a55dfe1bc81ca1530f98571ec806859cbd
ObjectId(5a9670c9907a2e77c94abb48),fields,4,E,"0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.223300970873786,0.5,0.25",,false,false,,,,,,false,false,,2606d3a51a5089e03446ed0987111aa466c61ec1
ObjectId(5a9670c9907a2e77c94abb49),,,D,",,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,true,true,,a2258954418f3a3dece11052d14c1be015d3c1b0
ObjectId(5a9670c9907a2e77c94abb4a),seashore,4,G,"0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.41747572815534,0.973684210526316,0.75",,false,true,,,,,,true,true,,0168fce267e030718553f60e0e1e0b81ae895850
ObjectId(5a9670c9907a2e77c94abb4b),,3,G,",0,0,0,0,0,0,0,1,0,0,0,0,0.41747572815534,0.973684210526316,0.75",,false,false,,,,,,true,true,,bfec6c70c81ebd56154aae816afdc9e485c1bc11
ObjectId(5a9670c9907a2e77c94abb4c),mountains,4,C,"0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00970873786407768,0,0",,false,true,,,,,,true,true,,4a343110d7935872a06dca407ebb131ce2d9bef4
ObjectId(5a9670c9907a2e77c94abb4d),,,D,",,0,0,0.41747572815534,0.5,0.5",,false,false,,,,,,true,true,,c54b31625d589b6bd274396750cb70c177a09330
ObjectId(5a9670c9907a2e77c94abb4e),mountains,,A,"0,0,1,0,0,,0,0,1,1,1",,false,true,14.469455616877175,10,11.254021035348913,74.2765233477739,4,true,true,ΠΑΠΜΥΡ,4ac0bf2b0f276e2d50efd0bc8b30063322c99872
ObjectId(5a9670c9907a2e77c94abb4f),,5,,",0,0,0,0,0,1,0,0,0,0,",,false,true,,,,,,true,true,,c0619ef8b55cdfdd04872c2d52cd065d2ffa2820
ObjectId(5a9670c9907a2e77c94abb50),,,,",,",,false,false,,,,,,false,false,,2af61f96cf803a04f161aaa3f05aad23a6a701c8
ObjectId(5a9670c9907a2e77c94abb51),,,,",,",,false,false,,,,,,false,false,,491a43ae9d9b2cc085a28c2c2d442e2ae13382f9
ObjectId(5a9670c9907a2e77c94abb52),,,,,,false,,,,,,,false,false,,63832a7ea3307eb1781bc10adabe8d44bb6df71f
ObjectId(5a9670c9907a2e77c94abb53),mountains,1,A,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",true,false,true,6.6445181328903615,10,24.25249048504981,69.10299138205983,6,true,true,ΟΙΚΜΑΡ,8669ab0ef1164ef5edaaa4ea59ae73253e5989f9
ObjectId(5a9670c9907a2e77c94abb54),fields,1,A,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1",true,false,true,9.09090909090909,0,28.12500187056094,62.78408903852996,7,true,true,ΣΚΟΣΤΕ,12d0dc8c97c972ac82e8b5365d6b63dbcf5384f5
ObjectId(5a9670c9907a2e77c94abb55),,,,",,",,false,true,,,,,,true,true,,38fc437afcb1db5368a564725c8988a63e128b54
ObjectId(5a9670c9907a2e77c94abb56),mountains,5,A,"0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1",true,false,true,9.302324534883773,10,16.94351915282404,73.75415631229218,,true,true,ΦΙΛΣΟΦ,f143efdfb387741b7f71f88615c73ba211d8eda2
ObjectId(5a9670c9907a2e77c94abb57),mountains,1,,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,",,false,true,,,,,,true,true,,9befe153b2bb2f3f8f35e14684bec97fe333d59c
ObjectId(5a9670c9907a2e77c94abb58),,,A,",,0,0,1,1,1",,false,true,,,,,,true,true,,a70cecda3c8124fa1268d32b20861b86c8d6f5a7
