"event"	"event_id"	"event_value"
"game.state"	"currentPowerReqs"	"13046"
"game.state"	"currentPowerReqs"	"8546"
"game.state"	"currentPowerReqs"	"5346"
"game.state"	"currentPowerReqs"	"5646"
"game.state"	"currentPowerReqs"	"8146"
"game.state"	"currentPowerReqs"	"11646"
"game.state"	"currentPowerReqs"	"9546"
"game.state"	"currentPowerReqs"	"7946"
"game.state"	"currentPowerReqs"	"12746"
"game.state"	"currentPowerReqs"	"11046"
"game.state"	"currentPowerReqs"	"7046"
"game.state"	"currentPowerReqs"	"7746"
"game.state"	"currentPowerReqs"	"9777"
"game.state"	"currentPowerReqs"	"9077"
"game.state"	"currentPowerReqs"	"6277"
"game.state"	"currentPowerReqs"	"8977"
"game.state"	"currentPowerReqs"	"6877"
"game.state"	"currentPowerReqs"	"4777"
"game.state"	"currentPowerReqs"	"3777"
"game.state"	"currentPowerReqs"	"2377"
"game.state"	"currentPowerReqs"	"1177"
"game.state"	"currentPowerReqs"	"2977"
"game.state"	"currentPowerReqs"	"4477"
"game.state"	"currentPowerReqs"	"6577"
"game.state"	"currentPowerReqs"	"8377"
"game.state"	"currentPowerReqs"	"9577"
"game.state"	"currentPowerReqs"	"8177"
"game.state"	"currentPowerReqs"	"4677"
"game.state"	"currentPowerReqs"	"6177"
"game.state"	"currentPowerReqs"	"4877"
"game.state"	"currentPowerReqs"	"10817"
"game.state"	"currentPowerReqs"	"11017"
"game.state"	"currentPowerReqs"	"14517"
"game.state"	"currentPowerReqs"	"15217"
"game.state"	"currentPowerReqs"	"13017"
"game.state"	"currentPowerReqs"	"1371"
"game.state"	"income"	"28.5"
"game.state"	"income"	"30"
"game.state"	"currentPowerReqs"	"7577"
"game.state"	"currentPowerReqs"	"4177"
"game.state"	"currentPowerReqs"	"6377"
"game.state"	"currentPowerReqs"	"5877"
"game.state"	"currentPowerReqs"	"3277"
"game.state"	"currentPowerReqs"	"2277"
"game.state"	"currentPowerReqs"	"7677"
"game.state"	"currentPowerReqs"	"7877"
"game.state"	"currentPowerReqs"	"6677"
"game.state"	"currentPowerReqs"	"7977"
"game.state"	"currentPowerReqs"	"9617"
"game.state"	"currentPowerReqs"	"16617"
"game.state"	"currentPowerReqs"	"12517"
"game.state"	"currentPowerReqs"	"14017"
"game.state"	"currentPowerReqs"	"6977"
"game.state"	"currentPowerReqs"	"8577"
"game.state"	"currentPowerReqs"	"13117"
"game.state"	"currentPowerReqs"	"12307"
"game.state"	"currentPowerReqs"	"10507"
"game.state"	"currentPowerReqs"	"16207"
"game.state"	"currentPowerReqs"	"16807"
"game.state"	"currentPowerReqs"	"19007"
"game.state"	"currentPowerReqs"	"19707"
"game.state"	"currentPowerReqs"	"18607"
"game.state"	"currentPowerReqs"	"17607"
"game.state"	"currentPowerReqs"	"18307"
"game.state"	"currentPowerReqs"	"19307"
"game.state"	"currentPowerReqs"	"19907"
"game.state"	"currentPowerReqs"	"18907"
"game.state"	"currentPowerReqs"	"17707"
"game.state"	"currentPowerReqs"	"17107"
"game.state"	"currentPowerReqs"	"16507"
"game.state"	"currentPowerReqs"	"21507"
"game.state"	"currentPowerReqs"	"22907"
"game.state"	"currentPowerReqs"	"21707"
"game.state"	"currentPowerReqs"	"19207"
"game.state"	"currentPowerReqs"	"23307"
"game.state"	"currentPowerReqs"	"17907"
"game.state"	"currentPowerReqs"	"19407"
"game.state"	"currentPowerReqs"	"14407"
"game.state"	"currentPowerReqs"	"19107"
"game.state"	"currentPowerReqs"	"14707"
"game.state"	"currentPowerReqs"	"20107"
"game.state"	"currentPowerReqs"	"22307"
"game.state"	"currentPowerReqs"	"18507"
"game.state"	"currentPowerReqs"	"17507"
"game.state"	"currentPowerReqs"	"16907"
"game.state"	"currentPowerReqs"	"20407"
"game.state"	"currentPowerReqs"	"21107"
"game.state"	"currentPowerReqs"	"12469"
"game.state"	"currentPowerReqs"	"13069"
"game.state"	"currentPowerReqs"	"15269"
"game.state"	"currentPowerReqs"	"14569"
"game.state"	"currentPowerReqs"	"9769"
"game.state"	"currentPowerReqs"	"6769"
"game.state"	"currentPowerReqs"	"5269"
"game.state"	"currentPowerReqs"	"5869"
"game.state"	"currentPowerReqs"	"7669"
"game.state"	"currentPowerReqs"	"8669"
"game.state"	"currentPowerReqs"	"8269"
"game.state"	"currentPowerReqs"	"7769"
"game.state"	"currentPowerReqs"	"5469"
"game.state"	"currentPowerReqs"	"5169"
"game.state"	"currentPowerReqs"	"9669"
"game.state"	"currentPowerReqs"	"11769"
"game.state"	"currentPowerReqs"	"5969"
"game.state"	"currentPowerReqs"	"4969"
"game.state"	"currentPowerReqs"	"10469"
"game.state"	"currentPowerReqs"	"10869"
"game.state"	"currentPowerReqs"	"9069"
"game.state"	"currentPowerReqs"	"8069"
"game.state"	"currentPowerReqs"	"10269"
"game.state"	"currentPowerReqs"	"7269"
"game.state"	"currentPowerReqs"	"4469"
"game.state"	"currentPowerReqs"	"10389"
"game.state"	"currentPowerReqs"	"8589"
"game.state"	"currentPowerReqs"	"10089"
"game.state"	"currentPowerReqs"	"12089"
"game.state"	"currentPowerReqs"	"11489"
"game.state"	"currentPowerReqs"	"9389"
"game.state"	"currentPowerReqs"	"7289"
"game.state"	"currentPowerReqs"	"13589"
"game.state"	"currentPowerReqs"	"13089"
"game.state"	"currentPowerReqs"	"11889"
"game.state"	"currentPowerReqs"	"9089"
"game.state"	"currentPowerReqs"	"7689"
"game.state"	"currentPowerReqs"	"15389"
"game.state"	"currentPowerReqs"	"16589"
"game.state"	"currentPowerReqs"	"15589"
"game.state"	"currentPowerReqs"	"14189"
"game.state"	"currentPowerReqs"	"13689"
"game.state"	"currentPowerReqs"	"11289"
"game.state"	"currentPowerReqs"	"9189"
"game.state"	"currentPowerReqs"	"7789"
"game.state"	"currentPowerReqs"	"9589"
"game.state"	"currentPowerReqs"	"11389"
"game.state"	"currentPowerReqs"	"13189"
"game.state"	"currentPowerReqs"	"15289"
"game.state"	"currentPowerReqs"	"12489"
"game.state"	"currentPowerReqs"	"10489"
"game.state"	"currentPowerReqs"	"9489"
"game.state"	"currentPowerReqs"	"11589"
"game.state"	"currentPowerReqs"	"7889"
"game.state"	"currentPowerReqs"	"10789"
"game.state"	"currentPowerReqs"	"9789"
"game.state"	"currentPowerReqs"	"13289"
"game.state"	"currentPowerReqs"	"13889"
"game.state"	"currentPowerReqs"	"5889"
"game.state"	"currentPowerReqs"	"8889"
"game.state"	"currentPowerReqs"	"7989"
"game.state"	"currentPowerReqs"	"7089"
"game.state"	"currentPowerReqs"	"12614"
"game.state"	"currentPowerReqs"	"13314"
"game.state"	"currentPowerReqs"	"14814"
"game.state"	"currentPowerReqs"	"15314"
"game.state"	"currentPowerReqs"	"16014"
"game.state"	"currentPowerReqs"	"13814"
"game.state"	"currentPowerReqs"	"10134"
"game.state"	"currentPowerReqs"	"11434"
"game.state"	"currentPowerReqs"	"12834"
"game.state"	"currentPowerReqs"	"13834"
"game.state"	"currentPowerReqs"	"14534"
"game.state"	"currentPowerReqs"	"16034"
"game.state"	"currentPowerReqs"	"15534"
"game.state"	"currentPowerReqs"	"12734"
"game.state"	"currentPowerReqs"	"15134"
"game.state"	"currentPowerReqs"	"15734"
"game.state"	"currentPowerReqs"	"19134"
"game.state"	"currentPowerReqs"	"17634"
"game.state"	"currentPowerReqs"	"14134"
"game.state"	"currentPowerReqs"	"17534"
"game.state"	"currentPowerReqs"	"14334"
"game.state"	"currentPowerReqs"	"13634"
"game.state"	"currentPowerReqs"	"16434"
"game.state"	"currentPowerReqs"	"14934"
"game.state"	"currentPowerReqs"	"13534"
"game.state"	"currentPowerReqs"	"9034"
"game.state"	"currentPowerReqs"	"10534"
"game.state"	"currentPowerReqs"	"1000"
"game.state"	"currentPowerReqs"	"17334"
"game.state"	"currentPowerReqs"	"13334"
"game.state"	"currentPowerReqs"	"15834"
"game.state"	"currentPowerReqs"	"15634"
"game.state"	"currentPowerReqs"	"17034"
"game.state"	"currentPowerReqs"	"10234"
"game.state"	"currentPowerReqs"	"17834"
"game.state"	"currentPowerReqs"	"16734"
"game.state"	"currentPowerReqs"	"16934"
"game.state"	"currentPowerReqs"	"17934"
"game.state"	"currentPowerReqs"	"13134"
"game.state"	"currentPowerReqs"	"11051"
"game.state"	"currentPowerReqs"	"10551"
"game.state"	"currentPowerReqs"	"13651"
"game.state"	"currentPowerReqs"	"11451"
"game.state"	"currentPowerReqs"	"13051"
"game.state"	"currentPowerReqs"	"12051"
"game.state"	"currentPowerReqs"	"12451"
"game.state"	"currentPowerReqs"	"14295"
"game.state"	"currentPowerReqs"	"13295"
"game.state"	"currentPowerReqs"	"15795"
"game.state"	"currentPowerReqs"	"10295"
"game.state"	"currentPowerReqs"	"13646"
"game.state"	"currentPowerReqs"	"12946"
"game.state"	"currentPowerReqs"	"13446"
"game.state"	"currentPowerReqs"	"15546"
"game.state"	"currentPowerReqs"	"18446"
"game.state"	"currentPowerReqs"	"19046"
"game.state"	"currentPowerReqs"	"20846"
"game.state"	"currentPowerReqs"	"13795"
"game.state"	"currentPowerReqs"	"8795"
"game.state"	"currentPowerReqs"	"17046"
"game.state"	"currentPowerReqs"	"22946"
"game.state"	"currentPowerReqs"	"14795"
"game.state"	"currentPowerReqs"	"12395"
"game.state"	"currentPowerReqs"	"8295"
"game.state"	"currentPowerReqs"	"13146"
"game.state"	"currentPowerReqs"	"11946"
"game.state"	"currentPowerReqs"	"5846"
"game.state"	"currentPowerReqs"	"8046"
"game.state"	"currentPowerReqs"	"12046"
"game.state"	"currentPowerReqs"	"11546"
"game.state"	"currentPowerReqs"	"14346"
"game.state"	"currentPowerReqs"	"16046"
"game.state"	"currentPowerReqs"	"12146"
"game.state"	"currentPowerReqs"	"13846"
"game.state"	"currentPowerReqs"	"15646"
"game.state"	"currentPowerReqs"	"11146"
"game.state"	"currentPowerReqs"	"14246"
"game.state"	"currentPowerReqs"	"16146"
"game.state"	"currentPowerReqs"	"6546"
"game.state"	"currentPowerReqs"	"10846"
"game.state"	"currentPowerReqs"	"15346"
"game.state"	"currentPowerReqs"	"14646"
"game.state"	"currentPowerReqs"	"12846"
"game.state"	"currentPowerReqs"	"16846"
"game.state"	"currentPowerReqs"	"18046"
"game.state"	"currentPowerReqs"	"14946"
"game.state"	"currentPowerReqs"	"16646"
"game.state"	"currentPowerReqs"	"7446"
"game.state"	"currentPowerReqs"	"12446"
"game.state"	"currentPowerReqs"	"12507"
"game.state"	"currentPowerReqs"	"13907"
"game.state"	"currentPowerReqs"	"13407"
"game.state"	"currentPowerReqs"	"8507"
"game.state"	"currentPowerReqs"	"7007"
"game.state"	"currentPowerReqs"	"4907"
"game.state"	"currentPowerReqs"	"8007"
"game.state"	"currentPowerReqs"	"10707"
"game.state"	"currentPowerReqs"	"8607"
"game.state"	"currentPowerReqs"	"10007"
"game.state"	"currentPowerReqs"	"11007"
"game.state"	"currentPowerReqs"	"11307"
"game.state"	"currentPowerReqs"	"9907"
"game.state"	"currentPowerReqs"	"10107"
"game.state"	"currentPowerReqs"	"10138"
"game.state"	"currentPowerReqs"	"17485"
"game.state"	"currentPowerReqs"	"18085"
"game.state"	"currentPowerReqs"	"19885"
"game.state"	"currentPowerReqs"	"19385"
"game.state"	"currentPowerReqs"	"17585"
"game.state"	"currentPowerReqs"	"14285"
"game.state"	"currentPowerReqs"	"16385"
"game.state"	"currentPowerReqs"	"17885"
"game.state"	"currentPowerReqs"	"19285"
"game.state"	"currentPowerReqs"	"21385"
"game.state"	"currentPowerReqs"	"22785"
"game.state"	"currentPowerReqs"	"23385"
"game.state"	"currentPowerReqs"	"22685"
"game.state"	"currentPowerReqs"	"22185"
"game.state"	"currentPowerReqs"	"20085"
"game.state"	"currentPowerReqs"	"18585"
"game.state"	"currentPowerReqs"	"18685"
"game.state"	"currentPowerReqs"	"21885"
"game.state"	"currentPowerReqs"	"23685"
"game.state"	"currentPowerReqs"	"22285"
"game.state"	"currentPowerReqs"	"20785"
"game.state"	"currentPowerReqs"	"17685"
"game.state"	"currentPowerReqs"	"18285"
"game.state"	"currentPowerReqs"	"19685"
"game.state"	"currentPowerReqs"	"20185"
"game.state"	"currentPowerReqs"	"12485"
"game.state"	"currentPowerReqs"	"14785"
"game.state"	"currentPowerReqs"	"15985"
"game.state"	"currentPowerReqs"	"16085"
"game.state"	"currentPowerReqs"	"20885"
"game.state"	"currentPowerReqs"	"12990"
"game.state"	"currentPowerReqs"	"11490"
"game.state"	"currentPowerReqs"	"12490"
"game.state"	"currentPowerReqs"	"14290"
"game.state"	"currentPowerReqs"	"17390"
"game.state"	"currentPowerReqs"	"15590"
"game.state"	"currentPowerReqs"	"10890"
"game.state"	"currentPowerReqs"	"16390"
"game.state"	"currentPowerReqs"	"17890"
"game.state"	"currentPowerReqs"	"12231"
"game.state"	"currentPowerReqs"	"13231"
"game.state"	"currentPowerReqs"	"14731"
"game.state"	"currentPowerReqs"	"16831"
"game.state"	"currentPowerReqs"	"18631"
"game.state"	"currentPowerReqs"	"19431"
"game.state"	"currentPowerReqs"	"11731"
"game.state"	"currentPowerReqs"	"13731"
"game.state"	"currentPowerReqs"	"20431"
"game.state"	"currentPowerReqs"	"17631"
"game.state"	"currentPowerReqs"	"8404"
"game.state"	"currentPowerReqs"	"7804"
"game.state"	"currentPowerReqs"	"8304"
"game.state"	"currentPowerReqs"	"10404"
"game.state"	"currentPowerReqs"	"11604"
"game.state"	"currentPowerReqs"	"13004"
"game.state"	"currentPowerReqs"	"13604"
"game.state"	"currentPowerReqs"	"11504"
"game.state"	"currentPowerReqs"	"10004"
"game.state"	"currentPowerReqs"	"11704"
"game.state"	"currentPowerReqs"	"12704"
"game.state"	"currentPowerReqs"	"13204"
"game.state"	"currentPowerReqs"	"11204"
"game.state"	"currentPowerReqs"	"9404"
"game.state"	"currentPowerReqs"	"7904"
"game.state"	"currentPowerReqs"	"8804"
"game.state"	"currentPowerReqs"	"11004"
"game.state"	"currentPowerReqs"	"6704"
"game.state"	"currentPowerReqs"	"6204"
"game.state"	"currentPowerReqs"	"6904"
"game.state"	"currentPowerReqs"	"8204"
"game.state"	"currentPowerReqs"	"7004"
"game.state"	"currentPowerReqs"	"5604"
"game.state"	"currentPowerReqs"	"4404"
"game.state"	"currentPowerReqs"	"3004"
"game.state"	"currentPowerReqs"	"3604"
"game.state"	"currentPowerReqs"	"4604"
"game.state"	"currentPowerReqs"	"7404"
"game.state"	"currentPowerReqs"	"6804"
"game.state"	"currentPowerReqs"	"5104"
"game.state"	"currentPowerReqs"	"12104"
"game.state"	"currentPowerReqs"	"9504"
"game.state"	"currentPowerReqs"	"8904"
"game.state"	"currentPowerReqs"	"9604"
"game.state"	"currentPowerReqs"	"13704"
"game.state"	"currentPowerReqs"	"12404"
"game.state"	"currentPowerReqs"	"7204"
"game.state"	"currentPowerReqs"	"10304"
"game.state"	"currentPowerReqs"	"7704"
"game.state"	"currentPowerReqs"	"12056"
"game.state"	"currentPowerReqs"	"11456"
"game.state"	"currentPowerReqs"	"11956"
"game.state"	"currentPowerReqs"	"15856"
"game.state"	"currentPowerReqs"	"16856"
"game.state"	"currentPowerReqs"	"18056"
"game.state"	"currentPowerReqs"	"16656"
"game.state"	"currentPowerReqs"	"15456"
"game.state"	"currentPowerReqs"	"12476"
"game.state"	"currentPowerReqs"	"9890"
"game.state"	"currentPowerReqs"	"7790"
"game.state"	"currentPowerReqs"	"8390"
"game.state"	"currentPowerReqs"	"10490"
"game.state"	"currentPowerReqs"	"11690"
"game.state"	"currentPowerReqs"	"12690"
"game.state"	"currentPowerReqs"	"9271"
"game.state"	"currentPowerReqs"	"8671"
"game.state"	"currentPowerReqs"	"13756"
"game.state"	"currentPowerReqs"	"12305"
"game.state"	"currentPowerReqs"	"13705"
"game.state"	"currentPowerReqs"	"14905"
"game.state"	"currentPowerReqs"	"14405"
"game.state"	"currentPowerReqs"	"13005"
"game.state"	"currentPowerReqs"	"7801"
"game.state"	"currentPowerReqs"	"5205"
"game.state"	"currentPowerReqs"	"3805"
"game.state"	"currentPowerReqs"	"3205"
"game.state"	"currentPowerReqs"	"2205"
"game.state"	"currentPowerReqs"	"1705"
"game.state"	"currentPowerReqs"	"4305"
"game.state"	"currentPowerReqs"	"1505"
"game.state"	"currentPowerReqs"	"3005"
"game.state"	"currentPowerReqs"	"4205"
"game.state"	"currentPowerReqs"	"4805"
"game.state"	"currentPowerReqs"	"3405"
"game.state"	"currentPowerReqs"	"1005"
"game.state"	"currentPowerReqs"	"4905"
"game.state"	"currentPowerReqs"	"3505"
"game.state"	"currentPowerReqs"	"2005"
"game.state"	"currentPowerReqs"	"1405"
"game.state"	"currentPowerReqs"	"11305"
"game.state"	"currentPowerReqs"	"3105"
"game.state"	"currentPowerReqs"	"2805"
"game.state"	"currentPowerReqs"	"9926"
"game.state"	"currentPowerReqs"	"9326"
"game.state"	"currentPowerReqs"	"11426"
"game.state"	"currentPowerReqs"	"12426"
"game.state"	"currentPowerReqs"	"13926"
"game.state"	"currentPowerReqs"	"14626"
"game.state"	"currentPowerReqs"	"16526"
"game.state"	"currentPowerReqs"	"15526"
"game.state"	"currentPowerReqs"	"16026"
"game.state"	"currentPowerReqs"	"14326"
"game.state"	"currentPowerReqs"	"10303"
"game.state"	"currentPowerReqs"	"13503"
"game.state"	"currentPowerReqs"	"15303"
"game.state"	"currentPowerReqs"	"17403"
"game.state"	"currentPowerReqs"	"19203"
"game.state"	"currentPowerReqs"	"17103"
"game.state"	"currentPowerReqs"	"12103"
"game.state"	"currentPowerReqs"	"13175"
"game.state"	"currentPowerReqs"	"9564"
"game.state"	"currentPowerReqs"	"12364"
"game.state"	"currentPowerReqs"	"11664"
"group"	"school"	"Certh"
"group"	"school"	"MasterOfRemake"
"group"	NA	NA
"group"	"school"	"CERTH National"
"group"	"school"	NA
"group"	"school"	"cca"
"group"	"school"	"ssc"
"group"	"school"	"aaaa"
"group"	"school"	"test"
"group"	"school"	"cccc"
"group"	"school"	"asd"
"group"	"school"	"mm"
"group"	"school"	"goedle"
"group"	"school"	"asdasdasd"
"group"	"school"	"error"
"group"	"school"	"ITI"
"group"	"school"	"gg"
"group"	"school"	"asdasdasdas"
"group"	"school"	"GGS Goedle"
"group"	"school"	"CERTH"
"group"	"school"	"aaaaaa"
"group"	"school"	"N/A"
"group"	"school"	"fdfsfds"
"group"	"school"	"Envisage team"
"group"	"ITI"	NA
"group"	"school"	"14 P S"
"group"	"Test"	NA
"group"	"CERTH"	NA
"group"	"school"	"ITI-CERTH"
"group"	"school"	"d"
"group"	"ITI-CERTH"	NA
"group"	"certh"	NA
"group"	"school"	"v"
"group"	"GGS Goedle"	NA
"group"	"school"	"AUTH"
"group"	"Melissa"	NA
"group"	"iti"	NA
"group"	"Ellinogermaniki Agogi"	NA
"group"	"1"	NA
"group"	"CERTH-ITI"	NA
"group"	"soon"	NA
"group"	"test"	NA
"group"	"EKETA"	NA
"group"	"3"	NA
"group"	"df"	NA
"group"	"lkjklj"	NA
"group"	"GGS Goedle.io"	NA
"group"	"GGS goedle.io"	NA
"gtm.dom"	NA	NA
"gtm.js"	NA	NA
"gtm.load"	NA	NA
"identify"	"Dimitrios"	NA
"identify"	"Ververidis"	NA
"identify"	"Jimver"	NA
"identify"	"Trapezi"	NA
"identify"	"Profi"	NA
"identify"	NA	NA
"identify"	NA	"Jimver"
"identify"	NA	"JimverHola"
"identify"	NA	"Hola"
"launch"	NA	NA
"launch"	"[object Object]"	NA
"pause.simulation"	NA	NA
"pause.simulation"	"[object Object]"	NA
"pause.simulation"	"fast_speed"	NA
"pause.simulation"	"warp_speed"	NA
"pause.simulation"	"normal_speed"	NA
"remove.turbine"	NA	NA
"remove.turbine"	"[object Object]"	NA
"remove.turbine"	"fast_speed"	NA
"remove.turbine"	"warp_speed"	NA
"remove.turbine"	"normal_speed"	NA
"repair.turbine"	NA	NA
"reset.simulation"	NA	NA
"reset.simulation"	"[object Object]"	NA
"reset.simulation"	"fast_speed"	NA
"reset.simulation"	"normal_speed"	NA
"resume.simulation"	NA	NA
"show.statistics"	NA	NA
"start.simulation"	NA	NA
"start.simulation"	"[object Object]"	NA
"start.simulation"	"fast_speed"	NA
"start.simulation"	"normal_speed"	NA
"start.simulation"	"warp_speed"	NA
"view.configuration"	NA	NA
"view.configuration"	"[object Object]"	NA
"view.configuration"	"fast_speed"	NA
"view.configuration"	"warp_speed"	NA
"view.configuration"	"normal_speed"	NA
"view.home"	NA	NA
"view.home"	"[object Object]"	NA
"view.instructions"	NA	NA
"view.instructions"	"[object Object]"	NA
"view.instructions"	"warp_speed"	NA
"view.show_pie_charts"	NA	NA
"view.show_pie_charts"	"fast_speed"	NA
"view.show_pie_charts"	"warp_speed"	NA
"view.show_power_output_report"	NA	NA
"view.show_power_output_report"	"[object Object]"	NA
"view.show_power_output_report"	"fast_speed"	NA
"view.show_power_output_report"	"warp_speed"	NA
"view.show_power_output_report"	"normal_speed"	NA
"view.show_values_for_current_hour"	NA	NA
"view.show_values_for_current_hour"	"[object Object]"	NA
"view.show_values_for_current_hour"	"warp_speed"	NA
"view.show_values_for_current_hour"	"normal_speed"	NA
NA	NA	NA
